epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2384735643863678,2.248588800430298,1e-04,0.3132326006889343,1.8545639514923096
1,0.295649915933609,1.9525682926177979,1e-04,0.33198750019073486,1.771582007408142
2,0.3177042603492737,1.8585470914840698,1e-04,0.3467048704624176,1.736521601676941
3,0.3270382881164551,1.8090834617614746,1e-04,0.35243552923202515,1.7054864168167114
4,0.3417990803718567,1.7598897218704224,1e-04,0.3576452136039734,1.6896477937698364
5,0.35278284549713135,1.7332887649536133,1e-04,0.3636363744735718,1.6692239046096802
6,0.3588608205318451,1.6995948553085327,1e-04,0.36598071455955505,1.6581248044967651
7,0.36667534708976746,1.6824278831481934,1e-04,0.36793434619903564,1.6531733274459839
8,0.3803073763847351,1.6547954082489014,1e-04,0.36389684677124023,1.643196940422058
9,0.3784405589103699,1.6438876390457153,1e-04,0.36702266335487366,1.637290358543396
10,0.3875141143798828,1.6288048028945923,1e-04,0.37392550706863403,1.628246545791626
11,0.3872102200984955,1.6113015413284302,1e-04,0.3718416392803192,1.6237047910690308
12,0.392940878868103,1.6048181056976318,1e-04,0.37509769201278687,1.6172351837158203
13,0.396500825881958,1.591921329498291,1e-04,0.3803073763847351,1.6164064407348633
14,0.40414169430732727,1.577434778213501,1e-04,0.37444648146629333,1.6117122173309326
15,0.40309977531433105,1.5744895935058594,1e-04,0.3801771402359009,1.6131031513214111
16,0.40961188077926636,1.5663650035858154,1e-04,0.3791351914405823,1.6133602857589722
17,0.4116957485675812,1.5596911907196045,1e-04,0.38004687428474426,1.6087342500686646
18,0.41404011845588684,1.5480581521987915,1e-04,0.38265174627304077,1.6039363145828247
19,0.4183815121650696,1.542569875717163,1e-04,0.3838239014148712,1.6070234775543213
20,0.4238082766532898,1.5304490327835083,1e-04,0.3848658502101898,1.6009387969970703
21,0.424155592918396,1.524163842201233,1e-04,0.38799166679382324,1.6043423414230347
22,0.42615264654159546,1.520412802696228,1e-04,0.38799166679382324,1.5972013473510742
23,0.427715539932251,1.5127357244491577,1e-04,0.38551706075668335,1.5962543487548828
24,0.43605104088783264,1.5046194791793823,1e-04,0.3838239014148712,1.5991820096969604
25,0.43110185861587524,1.5008864402770996,1e-04,0.38994529843330383,1.597090482711792
26,0.4336198568344116,1.498564600944519,1e-04,0.39098724722862244,1.5938777923583984
27,0.434314489364624,1.4852370023727417,1e-04,0.38994529843330383,1.5932196378707886
28,0.4417383074760437,1.4839155673980713,1e-04,0.38747069239616394,1.5941331386566162
29,0.44464704394340515,1.4820810556411743,1e-04,0.3861682713031769,1.5948561429977417
30,0.4444299638271332,1.471610188484192,1e-04,0.3872102200984955,1.5996928215026855
31,0.4482938349246979,1.4583221673965454,3e-05,0.3862985074520111,1.5919561386108398
32,0.45593470335006714,1.4484843015670776,3e-05,0.38812190294265747,1.591843843460083
33,0.4519405961036682,1.4482274055480957,3e-05,0.3892940878868103,1.5923017263412476
34,0.46257707476615906,1.4367908239364624,3e-05,0.38747069239616394,1.5923746824264526
35,0.45745420455932617,1.4415274858474731,3e-05,0.3868194818496704,1.5915576219558716
36,0.4558044672012329,1.4426345825195312,3e-05,0.3882521390914917,1.5917131900787354
37,0.45945125818252563,1.4370273351669312,3e-05,0.38955456018447876,1.592092514038086
38,0.4584527313709259,1.4346920251846313,3e-05,0.3924199044704437,1.591803789138794
39,0.455978125333786,1.437482237815857,8.999999e-06,0.39059650897979736,1.5908299684524536
40,0.4635321795940399,1.4302504062652588,8.999999e-06,0.39059650897979736,1.5932197570800781
41,0.4618390202522278,1.42703378200531,8.999999e-06,0.3913779556751251,1.5921119451522827
42,0.4653121531009674,1.4283740520477295,8.999999e-06,0.3913779556751251,1.5901442766189575
43,0.45958149433135986,1.4353135824203491,8.999999e-06,0.3902057707309723,1.591125726699829
44,0.4635321795940399,1.4297575950622559,8.999999e-06,0.38890334963798523,1.5928418636322021
45,0.4606234133243561,1.43193519115448,8.999999e-06,0.39098724722862244,1.5917024612426758
46,0.46648433804512024,1.4258872270584106,2.6999999e-06,0.39059650897979736,1.5907596349716187
47,0.4676131010055542,1.4249112606048584,2.6999999e-06,0.38955456018447876,1.5935392379760742
48,0.46730920672416687,1.4244941473007202,2.6999999e-06,0.39059650897979736,1.5921971797943115
49,0.46735259890556335,1.4208370447158813,8.0999996e-07,0.3902057707309723,1.5930755138397217
